en|producer of a stage production of They Aren't Real to Me a oneact play by 
en|Episcopalian priest and gay rights activist Malcolm In Hunt made her feature film debut in 
en|the slasher film The House on Sorority Row portraying a domineering housemother murdered by her 
en|Her performance was dubbed in postproduction as her voice was not deemed menacing enough for 
en|the No less the picture went on to become a cult On December Hunt divorced 
en|her husband Leon following a oneyear She would later appear onscreen again in an episode 
en|of Homicide Life on the Street in "Fire Part and had a minor role in 
en|the comedy Head of State Hunt spent her later years dedicated to philanthropic and humanitarian 
en|causes in Alexandria serving on the Alexandria Beautification Commission and was also the chair of 
en|the Bicentennial Trees of She was also president of the Taylor Run Civic Association and 
en|volunteered time to Meals on Wheels and the Episcopal Peace Hunt was a member of 
en|various political and humanitarian organizations including the League of Women Voters the American Association of 
en|University Women Amnesty International and the Alexandria Democratic Hunt died of pneumonia at Inova Alexandria 
en|Hospital in Alexandria aged She was predeceased by her eldest son Nathaniel who died in 
en|a swimming accident in as well as her former husband Leon She was survived by 
en|James Marshall Seed March – July was an English footballer and football manager Despite being 
en|born in Blackhill Seed was brought up in the village of Whitburn on the coast 
en|just to the north of Sunderland the family moving when Jimmy was two years old 
en|On leaving school at Seed worked at Whitburn colliery and when he reached played football 
en|in the Wearside League for Whitburn along with his brother Angus who would have a 
en|short professional career with Leicester After scoring over goals for Whitburn Jimmy had unsuccessful trials 
en|at South Shields and However Sunderland manager Bob Kyle decided to give Seed a second 
en|chance this time playing him at inside right instead of centre forward in a North 
en|Eastern League match against Wallsend Seed scored a hattrick in the match and was promptly 
en|signed by Sunderland as a professional in April Seed spent the season playing in Sunderland 
en|he scored plenty of goals as the team lifted the Durham Senior Cup Official League 
en|football was suspended at the end of that season because of the outbreak of World 
en|War I At the end of the season the Seed joined the Army Cyclist In 
en|the summer of he was drafted to France with the battalion of the West Yorkshire 
en|Seed suffered with depression after his arrival and in July he was gassed when a 
en|German aeroplane dropped mustard gas bombs on a house in Nieuwpoort Belgium in which he 
en|was He returned to England to convalesce and returned to France in August until being 
en|evacuated after being gassed in Valenciennes France two months With the cessation of hostilities Seed 
en|played a Victory League match for Sunderland against Durham City in however his lungs were 
en|weak and he had a poor On the strength of that performance the Sunderland directors 
en|decided that Seed's wartime experience had finished him as a footballer and gave him a 
en|free Seed never played an official first team game for Sunderland Seed was discharged from 
en|the army in March Seed's football career was rescued by Haydn Price former Wales international 
en|the manager of Welsh nonLeague team Mid Rhondda who were based in the town of 
en|Tonypandy Price offered Seed a chance to play for the South Wales club which was 
en|accepted and he signed for them in July Seed joined former England international Joe Bache 
en|and exteammate from Sunderland Frank Pattison in the MidRhondda side and they had a successful 
en|time in the seven months that Seed was with them winning both the Southern League 
en|Division Two and Welsh League Seed's good form attracted the attention of Tottenham Hotspur manager 
en|Peter McWilliam and in January he signed for the north London side for a fee 
en|of a move which caused some antagonism amongst supporters in After initially playing five games 
en|in the reserves Seed got his first team chance with Spurs making his debut at 
en|inside right and forming an immediate understanding with the legendary diminutive right winger Fanny Walden 
en|Seed played five games in the remainder of the season scoring two goals as Spurs 
en|ran away with the Division Two title Seed was a virtual ever present for Spurs 
en|in the following seven seasons in Division One The season saw Tottenham lift the FA 
en|Cup with Seed playing in all six matches in the cup run scoring five goals 
en|including a hat trick against Bradford City in the second round Just two months after 
en|getting his cup winners medal Seed was called up for the first of this five 
en|England caps on May against Belgium he never got a long run in the international 
en|side playing his final game in April saw Tottenham finish runners up to Liverpool in 
en|Division One with Seed scoring goals in appearances In February Peter McWilliam resigned as Spurs 
en|manager being replaced by Billy Minter Minter obviously thought the Seed was reaching the end 
en|of his career with a young Taffy O'Callaghan ready to take his place he promptly 
en|cut Seed's wages from to a week Seeds reaction to this was to ask to 
en|be released by the club at the end of the season and after looking like 
en|taking the playermanagers job at Aldershot he eventually signed for Sheffield Wednesday in a part 
en|exchange deal involving Darkie Lowdell and a cash adjustment paid by Seed made his Wednesday 
en|debut on August in the first match of the season against Everton During the first 
en|part of the season Seed was asked to play in numerous different positions by manager 
en|Bob Brown as Wednesday struggled in Division One By mid March they had won only 
en|six matches out of and were seven points adrift at the foot of the table 
en|At that stage Seed was made team captain with existing skipper Fred Keen being dropped 
en|Ellis Rimmer was bought from Tranmere Rovers and these changes triggered an amazing recovery Wednesday 
en|picked up points out of a possible in the last ten matches and avoided relegation 
en|by a point The irony was that it was Seed's old club Tottenham who were 
en|relegated on the final day of the season By his own admission Seed did not 
en|play his best football of his career at Wednesday but his experience and knowhow as 
en|captain was the catalyst that drove a young and talented Wednesday side to two successive 
en|Division One championships in the following two seasons and making this the most successful period 
en|in the club's He played in Sheffield Wednesday's defeat by Arsenal in the Charity Shield 
en|at Stamford Bridge in October Seed played four seasons at Hillsborough but by the season 
en|aged he was badly hampered by a knee injury and was often limping before the 
en|end of the games he often played even though he was not fully fit because 
en|of his talismanic influence on the team After damaging the ligaments in his right knee 
en|in a match against Newcastle United at Christmas he realised his playing days were numbered 
en|but he didn't retire until the end of the season He then took up an 
en|offer from Herbert Chapman to manage Clapton Orient which Chapman intended to become Arsenal's nursery 
en|He played for the "Professionals" in the FA Charity Seed began his managerial career at 
en|Clapton Orient He was tempted into the job by Arsenal manager Herbert Chapman who told 
en|Seed that Arsenal had plans to buy Orient and turn them into a nursery club 
en|for Arsenal Seed commenced the job at a week but within a short time Arsenal 
en|were forced to abandon their plans after being told by the Football League that they 
en|were unlawful Without the financial backing of Arsenal Orient had very little money and the 
en|team struggled In Seed's first season as manager the team finished and then in the 
en|following campaign they avoided having to seek reelection on goal average In May he accepted 
en|the offer of the manager's job at Charlton Athletic despite Sheffield Wednesday trying to tempt 
en|Seed back to Hillsborough as a replacement for the manager Bob Brown Between and he 
en|led Charlton to successive promotions from the Third Division to the First Division In Charlton's 
en|first season in the topflight they finished runnersup behind Manchester City in They finished third 
en|and fourth in the final two seasons before the outbreak of the Second World War 
en|He led the team into a variety of regional competitions set up during the war 
en|and Charlton reached a Wembley final for the first time in They were beaten by 
en|Arsenal in the War Cup They were more successful in when captain Don Welsh lifted 
en|the trophy following a triumph over Chelsea They contested the first two postwar FA Cup 
en|finals at Wembley which were noted for the ball bursting on both occasions They were 
en|well beaten by Derby County in but a Chris Duffy goal beat Burnley in Despite 
en|the revenues generated by very large home attendances Charlton wouldn't allow Seed to invest in 
en|new players he 'discovered' Stanley Matthews but wasn't allowed to sign and so The Addicks 
en|were unable to repeat their prewar success in the First Division finishing no higher than 
en|ninth in the initial six seasons after the conflict They narrowly missed relegation in with 
en|a position finish but they finished fifth in Following two bottomhalfofthetable finishes Seed endured a 
en|dreadful start to the season losing their first five matches before being asked for his 
en|resignation in September The South Stand at The Valley Charlton's home ground is named after 
en|Seed After Charlton had turned down his request to become a Director he became an 
en|advisor at Bristol City in January he took over as caretaker manager in January for 
en|a short while after Pat Beasley had left the club When new Bristol boss Peter 
en|Doherty took over Seed moved to manage Millwall in the early months of He got 
en|off to a terrible start at The Old Den going nine matches without a win 
en|The team eventually finished in Division Three South having to apply for reelection The following 
en|season saw Millwall playing in the new Football League Fourth Division eventually finishing Seed stepped 
en|down as Millwall manager at the end of the campaign but stayed with the club 
en|as advisor and then as a club director He continued as a director of Millwall 
en|Karsten Baumann born October is a retired German who last managed Hansa He spent twelve 
en|years in the Bundesliga where he was mainly a player within the squad During his 
en|youth he played one match for the German national football team Baumann started his coaching 
en|career at RotWeiß Erfurt when he was hired on February His first match as head 
en|coach was a win against the reserve team of VfL Wolfsburg on February He finished 
en|the season in seventh place and promotion to the first ever Liga Baumann was sacked 
en|on April three days after RotWeiß Erfurt lost to Kickers Emden His next job was 
en|at VfL when he was appointed on June His first match as head coach of 
en|Osnabrück was a loss to Eintracht He was sacked on March after losing to Alemannia 
en|Then on February Erzgebirge Aue hired Baumann as head coach after Rico Schmitt was sacked 
en|the previous His first match as head coach of Erzgebirge Aue was a loss to 
en|Energie He was sacked on April His final match was a draw against MSV He 
en|then took over the job at Duisburg on July On April Duisburg announced that Baumann 
en|wouldn't return for another and had his final match on May in the state cup 
en|final which Duisburg won On December he was hired as the head coach of Hansa 
en|Kranked is a series of extreme freeride mountainbiking films Since Bjørn Enga producerdirector for Radical 
en|has specialized in extreme mountain bike cinematography His work is well regarded within the freeride 
en|Tianjin Museum of Modern History TMM is located at No Hebei Road in Heping District 
en|Tianjin the socalled “Five Great Avenues” area a community of Westernstyle villas TMM is mainly 
en|engaged in the study of the history of interactions between Tianjin and the West from 
en|the century to the century It has made great efforts to preserve the cultural heritages 
en|of the former nine in Tianjin In the museum a great number of old historical 
en|photos and objects collected from all over the world are exhibited many of which are 
en|not available elsewhere in China and have great research value TMM was established by Tianjin 
en|Historical and Cultural Promotion Association in September The founder is Mrs Hang Ying Construction of 
en|an expanded TMM building at its original address began in and was completed in The 
en|new greatly expanded permanent exhibitions were completed in and then reopened to public free of 
en|charge Tianjin is a major metropolitan area in China Its development began in CE when 
en|it was officially established as a town during the reign of Emperor Yongle Zhu Di 
en|of the Ming Dynasty According to some old records Emperor Yongle himself founded and named 
en|Tianjin In Tianjin became North China’s first and largest port to be opened for trade 
en|and other interaction with Western countries Tianjin is the strategic gateway to the capital and 
en|is close to Bohai Bay a historically important region for fishing and coastal trade Tianjin's 
en|geographic location helped to make it a place of primary importance for interactions between Chinese 
en|and other civilizations in modern times It remained the great economic and cultural center of 
en|the North until the early years of the People's Republic of China Especially after the 
en|Westernization Movement in the late century Tianjin led China's industrial revolution and modernization More than 
en|one hundred first instances of notable changes in China happened at Tianjin and illustrate Tianjin's 
en|great importance in modern Chinese history When you view China's modern history you will find 
en|that Tianjin is a very special and important window through which to look Many famous 
en|historical events happened here TMM focuses on collecting and exhibiting materials and gathering and presenting 
en|information regarding the history of modern Tianjin The permanent exhibitions on the second and third 
en|floors have four parts Modern China through the Eyes of Tianjin Firsts Tianjin in Historical 
en|Western Works of Art Commemorating and Western Historical and Cultural Records This part elaborates Tianjin's 
en|pioneering role during the course of China's modern development It covers aspects such as military 
en|education finance industry science and technology foreign trade and art In total there are exhibits 
en|regarding notable changes in China which first happened at Tianjin These exhibits help to highlight 
en|the major importance of Tianjin to the modern economic and cultural development of China as 
en|a whole Prior to the invention of photography Western etchings and watercolor paintings were a 
en|primary means by which scenes in China were shown realistically The exhibits in this part 
en|are about Western works of art which faithfully present Tianjin's features in the latter half 
en|of the century especially the landscapes around waterways and port facilities As the gateway to 
en|the nation's capital and as a place of primary importance for interactions between China and 
en|other nations Tianjin is a unique microcosm for viewing the vicissitudes in China's modern history 
en|This part includes exhibits regarding painful aspects of the history shared by Tianjin and by 
en|modern China generally with regard to suffering deaths and destruction and forced partitions and relinquishments 
en|again and again on account of foreign military invasions and attacks Especially noteworthy are the 
en|events of during which the EightPower Allied Forces occupied Tianjin and invaded Beijing As a 
en|result of those events Tianjin became divided into nine regions eight of which were concessions 
en|controlled by foreign powers This part presents a distinctive gallery of Western historical figures from 
en|various national ethnic and professional backgrounds all of whom contributed to Tianjin's rich and unique 
en|cultural atmosphere It showcases over thirty Western celebrities and their stories while living in Tianjin 
en|including the American president Herbert Clark Hoover the German diplomatic consultant Gustav Detring the German 
en|military expert Constantin von Hanneken the French geologist Emile Licent and British ballerina Dame Margot 
en|Fonteyn The stained glass project is another special feature of TMM All of the exquisite 
en|stained glass displays are entirely handmade with wonderful workmanship and represent the beauty of important 
en|Westernstyle buildings at Tianjin More than bright and colorful stained glass displays decorate TMM's inner 
en|building and enhance the exhibition This part is a special aspect of TMM Over the 
en|years TMM features exhibitions and programs driven and supported by academic researches A team of 
en|experts traveled to Europe and North America to interview former foreign residents of Tianjin or 
en|their descendants from whom valuable oral historical videos were TMM is open from Tuesday to 
en|Sunday from to and to for free It is closed on Mondays OD Rasmussen Tientsin 
en|An Illustrated Outline History Tianjin Tientsin Press Brian Power The Ford of Heaven London Corgi 
en|New Ed Eleanor Cooper and William Liu Grace An American Woman's Forty Years in China 
en|New York Soho Press Desmond Power Little Foreign Devil West Vancouver Pangli Imprint Gary Nash 
en|The Tarasov Saga From Russia through China to Australia Kenthurst Rosenberg Publishing Alfred E Cornebise 
en|The United States Infantry Regiment in China Jefferson McFarland Company Chester M Biggs Jr The 
en|United States Marines in North China Jefferson McFarland Company Kenneth Lieberthal Revolution and Tradition in 
en|Tientsin Stanford Stanford University Press Lewis Bernstein A History of Tientsin in the Early Modern 
en|Times Lawrence University of Kansas Isabelle Maynard China Dreams Growing Up Jewish in Tientsin Iowa 
en|City University of Iowa Press David Charles Hulme Tientsin Totton IUMIX David Desauld Twilight in 
en|Tientsin Xlibris Corporation LLC Paul French Midnight in Peking How the Murder of a Young 
en|Englishwoman Haunted the Last Days of Old China Beijing Penguin Books Walter W Liggett The 
en|Rise of Herbert Hoover Franklin Franklin Classics Trade Press Frances Wood No Dogs and Not 
en|Many Chinese Treaty Port Life in China London John Murray Pubs Ltd; New Ed Adeline 
en|Yen Mah Falling Leaves The Memoir of an Unwanted Chinese Daughter New York Broadway Books 
en|John Hamill The Strange Career of Mr Hoover under Two Flags W Faro inc Anne 
en|Splingaerd Megowan The Belgian Mandarin Xlibris Corporation LLC; First Paperback Edition Ruth Rogaski Hygienic Modernity 
en|Meanings of Health and Disease in TreatyPort China Oakland University of California Press David McCasland 
en|Eric Liddell Pure Gold A Biography of the Olympic Champion Who Inspired Chariots of Fire 
en|The Castlereagh Nature Reserve is a protected nature reserve located in the western suburbs of 
en|Sydney in New South Wales Australia The reserve is situated kilometres west of the central 
en|business district approximately kilometres northeast of Penrith and located near the townships of Castlereagh and 
en|Londonderry In hectares acres was reclaimed for use as a Child Welfare Training School and 
en|in hectares acres was reclaimed for the establishment of a liquid waste disposal facility The 
en|boundary of the reserve is marked by The Northern Road to the west by Llandilo 
en|Road to the east rural properties to the south and by the Castlereagh Waste Management 
en|Centre to the north The nature reserve was formerly Castlereagh State Forest and was managed 
en|as a production forest from to then as a demonstration forest from to The Castlereagh 
en|Nature Reserve contains a geographically restricted substrate of Tertiary alluvials producing clays sand gravel and 
en|shales at depth Parts of the reserve support Cumberland Plain Woodland vegetation The nature reserve 
en|is between and metres and above sea level and is predominately flat with broad shallow 
en|depressions forming a sparse drainage network Small shallow lakes form after wet weather to the 
en|north of the reserve where gravels and other alluvials have been extracted when the reserve 
en|was a production Open forest occurs on clay soils and is dominated by broadleaved ironbark 
en|Eucalyptus fibrosa sap Fibrosa with occasional mugga ironbark Eucalyptus sideroxylon thinleaved stringybark Eucalyptus enugeniodes woollybutt 
en|Eucalyptus longifolia and Scribbly Gum Eucalyptus sclerophylla Threatened plant species found in the nature reserve 
en|include Dillwynia tenuifolia Pultenea parviflora Acacia bynoeana dwarf casuarina Allocasuarina glareicola nodding geebung Persoonia nutans 
en|and Micromyrtus minutiflora The reserve is relatively free of significant weed infestations A few slash 
en|pines Pinus elliotti are found in the northern section of the reserve from when hectares 
en|acres of Castlereagh State Forest was used for trial plantings of pines in the and 
en|Heavy harvesting of ironbark during the Second World Ware illegal timber collection and numerous fires 
en|generally thinned the forest resulting in no mature trees in some areas The nature reserve 
en|is home to a diverse range of mammals including sugar gliders Petaurus breviceps; brushtailed possum 
en|Trichosurus vulpecular; and eastern grey kangaroo Macropus giganteus The eastern brown snake Pseudonaja textilis; redbellied 
en|black snake Psuedechris porphriacus; lace monitor Varanus varius; and a number of frog species including 
en|the endangered green and golden bell frog Litoria aurea; also reside within the reserve In 
en|the area around the old gravel pits was planted with over seedlings but ultimately the 
en|plantings were unsuccessful Due to past logging and other plantings parts of the reserve are 
en|dominated by immature regrowth and has modified species composition and abundance An area of hectare 
en|acres to the north western boundary of the nature reserve adjacent to the Castlereagh Waste 
en|Management Centre was previously used as an area for the disposal of heavy metals including 
en|zinc cadmium and lead The contaminated soil was removed in and replaced with clean local 
en|fill Groundwater quality is monitored at six sampling stations by Waste Services Fire has been 
en|a major factor in shaping the flora in the reserve The last major fire occurred 
en|in and burnt over percent of the reserve which has altered the understory of the 
en|forest and woodland communicates Subsequently a fire in November that started near The Northern Road 
en|Londonderry burnt through ha of the nature reserve and was contained at Government Road Berkshire 
en|Park In a Vampire fighter jet crashed into Castlereagh State Forest however the Flying Officer 
en|The Berawan – Lower Baram languages are a group of half a dozen languages spoken 
en|Archibald Joseph Cronin July January was a Scottish physician and His bestknown novel The Citadel 
en|tells of a Scottish doctor in a Welsh mining village who quickly moves up the 
en|career ladder in London Cronin had observed the venues as a medical inspector of mines 
en|and later as a doctor in Harley Street The book promoted still controversial ideas about 
en|medical ethics and helped to inspire the National Health Service Another popular mining novel of 
en|Cronin's set in the North East of England is The Stars Look Down Both have 
en|been adapted as films as have Hatter's Castle The Keys of the Kingdom and The 
en|Green Years Cronin's novel Country Doctor was adapted as a longrunning BBC radio and TV 
en|series Dr Finlay's Casebook revived many years later Cronin was born in Cardross Scotland the 
en|only child of a Presbyterian mother Jessie Cronin née Montgomerie and a Catholic father Patrick 
en|Cronin Cronin often wrote of young men from similarly mixed backgrounds His paternal grandparents had 
en|emigrated from County Armagh Ireland and become glass and china merchants in Alexandria Owen Cronin 
en|his grandfather had had his surname changed from Cronague in His maternal grandfather Archibald Montgomerie 
en|was a hatter who owned a shop in Dumbarton After their marriage Cronin's parents moved 
en|to Helensburgh where he attended Grant Street School When he was seven years old his 
en|father an insurance agent and commercial traveller died from tuberculosis He and his mother moved 
en|to her parents' home in Dumbarton and she soon became a public health inspector in 
en|Glasgow Cronin was not only a precocious student at Dumbarton who won prizes in writing 
en|competitions but an excellent athlete and footballer From an early age he was an avid 
en|golfer and he enjoyed the sport throughout his life He also loved salmon fishing The 
en|family later moved to Yorkhill Glasgow where Cronin attended St Aloysius' in the Garnethill area 
en|of the city He played football for the First XI there an experience he included 
en|in one of his last novels The Minstrel Boy A family decision that he should 
en|study either to join the church or to practise medicine was settled by Cronin himself 
en|when he chose "the lesser of two He won a Carnegie scholarship to study medicine 
en|at the University of Glasgow in Having been absent in for naval service he graduated 
en|in with highest honours in the degree of MBChB Later that year he visited India 
en|as ship's surgeon on a liner Cronin went on to earn additional qualifications including a 
en|Diploma in Public Health and Membership of the Royal College of Physicians In he was 
en|awarded an MD by the University of Glasgow for a dissertation entitled "The History of 
en|Aneurysm" During the First World War Cronin served as a surgeon sublieutenant in the Royal 
en|Navy Volunteer Reserve before graduating from medical school After the war he trained at various 
en|hospitals including Bellahouston Hospital and Lightburn Hospital in Glasgow and the Rotunda Hospital in Dublin 
en|He undertook general practice in a small village on the Clyde Garelochhead and in Tredegar 
en|a mining town in South Wales In he was appointed Medical Inspector of Mines for 
en|Great Britain His survey of medical regulations in collieries and his reports on the correlation 
en|between coaldust inhalation and pulmonary disease were published over the next few years Cronin drew 
en|on his medical experience and research on the occupational hazards of the mining industry for 
en|his later novels – The Citadel set in Wales and The Stars Look Down set 
en|in Northumberland He subsequently moved to London where he practised in Harley Street before opening 
en|a thriving medical practice of his own in Notting Hill Cronin was also the medical 
en|officer for the Whiteleys department store at this time and becoming increasingly interested in ophthalmology 
en|In Cronin was diagnosed with a chronic duodenal ulcer and told that must take six 
en|months' complete rest in the country on a milk diet At Dalchenna Farm by Loch 
en|Fyne he was finally able to indulge his lifelong desire to write a novel having 
en|previously "written nothing but prescriptions and scientific From Dalchenna Farm he travelled to Dumbarton to 
en|research the background of his first novel using the files of Dumbarton Library which still 
en|has a letter from Cronin requesting advice He composed Hatter's Castle in the span of 
en|three months and the manuscript was quickly accepted by Gollancz the only publishing house to 
en|which it had been submitted apparently chosen by his wife sticking a pin into a 
en|list of publishers at The novel was an immediate and sensational success launching Cronin's career 
en|as a prolific author He never returned to practising medicine Many of Cronin's books were 
en|bestsellers in their day and translated into many languages Some of his stories draw on 
en|his medical career dramatically mixing realism romance and social criticism Cronin's works examine moral conflicts 
en|between the individual and society as his idealistic heroes pursue justice for the common man 
en|One of his early novels The Stars Look Down chronicles transgressions in a mining community 
en|in northeast England and an ambitious miner's rise to be a Member of Parliament A 
en|prodigiously fast writer Cronin liked to average words a day meticulously planning the details of 
en|his plots in He was known to be tough in business dealings although in private 
en|life he was a person whose "pawky humour peppered his conversations" according to one of 
en|his editors Peter Cronin also contributed stories and essays to various international publications During the 
en|Second World War he worked for the British Ministry of Information writing articles as well 
en|as participating in radio broadcasts to foreign countries The Citadel a tale of a mining 
en|company doctor's struggle to balance scientific integrity with social obligations helped to promote the establishment 
en|of the National Health Service NHS in the United Kingdom by exposing the inequity and 
en|incompetence of medical practice at the time In the novel Cronin advocated a free public 
en|health service in order to defeat the wiles of doctors who "raised guineasnatching and the 
en|bamboozling of patients to an art Dr Cronin and Aneurin Bevan had both worked at 
en|the Tredegar Cottage Hospital in Wales which served as one of the bases for the 
en|NHS The author quickly made enemies in the medical profession and there was a concerted 
en|effort by one group of specialists to get The Citadel banned Cronin's novel which was 
en|the highestselling book ever published by Victor Gollancz informed the public about corruption within the 
en|medical system planting a seed that eventually led to reform Not only were the author's 
en|pioneering ideas instrumental in the creation of the NHS but the historian Raphael Samuel asserted 
en|in that the popularity of Cronin's novels played a major role in the Labour Party's 
en|landslide victory in By contrast one of Cronin's biographers Alan Davies called the book's reception 
en|mixed A few of the more vociferous medical practitioners of the day took exception to 
en|one of its many messages that a few wellheeled doctors in fashionable practices were ripping 
en|off their equally welloff patients Some pointed to a lack of balance between criticism and 
en|praise for hardworking doctors The majority accepted it for what it was a topical novel 
en|The press attempted to incite passions within the profession in an attempt to sell copy 
en|while Victor Gollancz followed suit in an attempt to promote the book all overlooking the 
en|fact that it was a work of fiction not a scientific piece of research and 
en|not autobiographical In the United States The Citadel won the National Book Award Favorite Fiction 
en|of voted by members of the American Booksellers According to a Gallup poll conducted in 
en|The Citadel was voted the most interesting book readers had ever Some of Cronin's novels 
en|also deal with religion which he had grown away from during his medical training and 
en|career but to which he became reacquainted in the At medical school as he recounts 
en|in his autobiography he had become an agnostic "When I thought of God it was 
en|with a superior smile indicative of biological scorn for such an outworn myth" During his 
en|practice in Wales however the deep religious faith of the people he worked among made 
en|him start to wonder whether "the compass of existence held more than my textbooks had 
en|revealed more than I had ever dreamed of In short I lost my superiority and 
en|this though I was not then aware of it is the first step towards finding 
en|God" Cronin also came to feel that "If we consider the physical universe we cannot 
en|escape the notion of a primary Creator Accept evolution with its fossils and elementary species 
en|its scientific doctrine of natural causes And still you are confronted with the same mystery 
en|primary and profound Ex nihilo nihil as the Latin tag of our schooldays has it 
en|nothing can come of nothing" This was brought home to him in London where in 
en|his spare time he had organised a working boys' club One day he invited a 
en|distinguished zoologist to deliver a lecture to the members The speaker adopting "a frankly atheistic 
en|approach" described the sequence of events leading to the emergence "though he did not say 
en|how" of the first primitive lifeform from lifeless matter When he concluded there was polite 
en|applause Then "a mild and very average youngster rose nervously to his feet" and with 
en|a slight stammer asked how there came to be anything in the first place The 
en|naïve question took everyone by surprise The lecturer "looked annoyed hesitated slowly turned red Then 
en|before he could answer the whole club burst into a howl of laughter The elaborate 
en|structure of logic offered by the testtube realist had been crumpled by one word of 
en|challenge from a simpleminded It was at university that Cronin met his future wife Agnes 
en|Mary Gibson May who was also a medical student She was the daughter of Robert 
en|Gibson a master baker and Agnes Thomson Gibson née Gilchrist of Hamilton Lanarkshire The couple 
en|married on August As a physician May worked with her husband briefly in the dispensary 
en|while he was employed by the Tredegar Medical Aid Society; she also assisted him with 
en|his practice in London When he became an author she would proofread his manuscripts Their 
en|first son Vincent was born in Tredegar in Their second son Patrick was born in 
en|London in Andrew their youngest son was born in London in With his stories being 
en|adapted for Hollywood films Cronin and his family moved to the United States in living 
en|in Bel Air California Nantucket Massachusetts Greenwich Connecticut and Blue Hill Maine In the Cronins 
en|sailed back to England aboard the RMS Queen Mary staying briefly in Hove and then 
en|in Raheny Ireland before returning to the US the following year They then took up 
en|residence at the Carlyle Hotel in New York City and then in Deerfield Massachusetts before 
en|settling in New Canaan Connecticut in Ever the nomad Cronin also travelled frequently to summer 
en|homes in Bermuda and Capd'Ail France Ultimately Cronin returned to Europe to reside in Lucerne 
en|and Montreux Switzerland for the last years of his life He continued to write into 
en|his eighties He included among his friends Laurence Olivier Charlie Chaplin and Audrey Hepburn to 
en|whose first son he was a godfather Although the latter part of his life was 
en|spent entirely abroad Cronin retained a great affection for the district of his childhood writing 
en|in to a local teacher "Although I have travelled the world over I must say 
